[00:00:00,000] 这房子是租的还买的
[00:15:56,539] 进去看一些书
[00:15:57,539] 他们那些大V
[00:15:58,539] 愿意把这个东西讲出来是
[00:16:00,539] 因为他们能够吸引到
[00:16:02,539] 更多的投资
[00:16:03,539] 去他们那里投
[00:16:04,539] 我觉得是这样的
[00:16:06,539] 像你说那种情况
[00:16:07,539] 可能也是会有的
[00:16:09,539] 但是我觉得
[00:16:10,539] 其实我现在感觉到
[00:16:11,539] 其实人其实
[00:16:12,539] 天生就是有分享欲的
[00:16:13,539] 就是你看到很多人在那
[00:16:15,539] 比如说感谢你
[00:16:16,539] 或者怎么样
[00:16:17,539] 就是大家评论一下
[00:16:18,539] 其实这种也是一个很重要的
[00:16:20,539] 就是前状足够多的时候
[00:16:21,539] 可能这种
[00:16:22,539] 对精神上的需求
[00:16:23,539] 也是很重要的
[00:16:24,539] 然后
[00:16:25,539] 后面就是像我说的
[00:16:26,539] 去到巨宽
[00:16:27,539] 然后巨宽其实
[00:16:28,539] 就有很多人分享策略
[00:16:29,539] 然后你就看
[00:16:30,539] 然后那个看的话
[00:16:31,539] 比如说
[00:16:32,539] 你觉得哪个策略比较好
[00:16:33,539] 你就可以扒一个框架下来
[00:16:35,539] 扒一个框架什么意思
[00:16:36,539] 就是比如说巨宽上
[00:16:37,539] 它是可以
[00:16:38,539] 把原始代码贴出来的
[00:16:40,539] 就是有人分享的
[00:16:41,539] 对 有人分享的
[00:16:42,539] 然后你需要集分
[00:16:43,539] 去把他们的代码
[00:16:44,539] 拷贝下来
[00:16:45,539] 然后你可以自己去
[00:16:46,539] 设置各种
[00:16:47,539] 时间
[00:16:48,539] 去测试
[00:16:49,539] 然后比如说你也可以
[00:16:50,539] 去东朝一朝
[00:16:52,539] 西朝一朝
[00:16:53,539] 比如说你看这个人的
[00:16:54,539] 这个感觉不错
[00:16:55,539] 那个人感觉也不错
[00:16:56,539] 你可以尝试
[00:16:57,539] 把他们去结合一下
[00:16:58,539] 然后看是不是效果会更好
[00:17:00,539] 然后另外你也可以
[00:17:01,539] 就是自己写代码
[00:17:02,539] 就是你觉得你好像
[00:17:03,539] 感觉好像发现了一个规律
[00:17:05,539] 那你就立刻就可以
[00:17:06,539] 去瞧代码去回测
[00:17:07,539] 去验证这个
[00:17:08,539] 感觉对不对
[00:17:09,539] 然后如果对的话
[00:17:10,539] 那你就可以把它
[00:17:11,539] 加到你的策略里面
[00:17:12,539] 然后其实我这个
[00:17:13,539] 其实一开始
[00:17:14,539] 其实整个过程
[00:17:15,539] 都是比较顺利
[00:17:16,539] 只有就是
[00:17:17,539] 一个非常大的一个策略
[00:17:19,539] 就是24年初
[00:17:21,539] 然后那时候跌到2000多点
[00:17:23,539] 这个大盘股还好
[00:17:24,539] 就是小盘股是
[00:17:25,539] 就是彻底崩盘
[00:17:26,539] 当时是大概有7个交易
[00:17:28,539] 一日差不多回车
[00:17:30,539] 接近50%
[00:17:31,539] 就大概有2000-3000
[00:17:32,539] 就是每天早上起来
[00:17:33,539] 就是所有的股票
[00:17:34,539] 都在跌停板上
[00:17:35,539] 我当时有几十只股票
[00:17:36,539] 每只股票都在跌停板
[00:17:37,539] 跌麻了
[00:17:38,539] 对 跌麻了
[00:17:39,539] 对 当时反正也是
[00:17:41,539] 一个特殊的情况
[00:17:42,539] 反正就是如果说
[00:17:43,539] 做量化
[00:17:44,539] 应该都会了解这个阶段
[00:17:45,539] 当时很多量化基金
[00:17:46,539] 包仓了
[00:17:47,539] 后面基本上就一直
[00:17:48,539] 都比较顺利
[00:17:49,539] 那你就是从学习
[00:17:50,539] 到你头到低比前
[00:17:51,539] 为止这过程持续多久
[00:17:53,539] 两三个月
[00:17:54,539] 当时在上的班是吧
[00:17:55,539] 对 当时上的班
[00:17:56,539] 然后你当时也写代码
[00:17:57,539] 那两三个月
[00:17:58,539] 对
[00:17:59,539] 你以前有代码工地吗
[00:18:00,539] 有一点 而不多
[00:18:02,539] 它这个现在还需要
[00:18:03,539] 代码来做吗
[00:18:04,539] 它不应该有人
[00:18:05,539] 把它做成一个工具吗
[00:18:07,539] 你填个空这么的
[00:18:08,539] 之类的就能出来的
[00:18:09,539] 对 你这个想法太棒了
[00:18:11,539] 现在我刚刚讲不是
[00:18:12,539] 那个网站吗
[00:18:13,539] 一个是巨快
[00:18:14,539] 一个是果仁
[00:18:15,539] 果仁就是这样的
[00:18:16,539] 你只要能用
[00:18:17,539] 你的客观的语言
[00:18:18,539] 它描述出来
[00:18:19,539] 就你在那个下拉矿里面
[00:18:20,539] 选文字
[00:18:21,539] 或者选那个什么指标
[00:18:22,539] 不过就是
[00:18:23,539] 它终究肯定还是没有
[00:18:24,539] 代码那么的
[00:18:25,539] 那个啥吗
[00:18:26,539] 因为我觉得就是
[00:18:27,539] 有很多细的东西
[00:18:28,539] 你没有把它
[00:18:29,539] 完全穷进的
[00:18:30,539] 能去描述吗
[00:18:31,539] 比如说
[00:18:32,539] 或者说你能隐私的
[00:18:33,539] 那个代码界面
[00:18:34,539] 或者怎么样
[00:18:35,539] 就比如说你去看
[00:18:36,539] 他们的这个社区
[00:18:37,539] 然后其实
[00:18:38,539] 这些其实就
[00:18:39,539] 他们就会有
[00:18:40,539] 对 那比如说
[00:18:41,539] 10年124
[00:18:42,539] 这种就有点
[00:18:43,539] 太夸张了
[00:18:44,539] 那这种就是
[00:18:46,539] 对吧
[00:18:47,539] 就这种
[00:18:48,539] 当然是这样
[00:18:49,539] 这是一个回测的代码
[00:18:51,539] 如果说你要上10盘的话
[00:18:53,539] 那就需要处理的问题
[00:18:54,539] 就更多了
[00:18:55,539] 那代码
[00:18:56,539] 可能会要长好几倍
[00:18:57,539] 回测就是说
[00:18:58,539] 我现在有个想法
[00:18:59,539] 我要测试他们
[00:19:00,539] 然后比如说
[00:19:01,539] 我把它过去10年
[00:19:02,539] 然后跑出来
[00:19:03,539] 它的收益是怎么样的
[00:19:04,539] 回测是怎么样
[00:19:05,539] 它收益曲纤
[00:19:06,539] 因为回测
[00:19:07,539] 你不需要考虑
[00:19:08,539] 这一笔
[00:19:09,539] 是不是到底是能成交的
[00:19:10,539] 对吧
[00:19:11,539] 但是你上10盘
[00:19:12,539] 它是比如说
[00:19:13,539] 卖一卖一的价格
[00:19:14,539] 单子就那么多
[00:19:15,539] 你如果单子再多了
[00:19:17,539] 那你就要产生滑点
[00:19:18,539] 对吧
[00:19:19,539] 回测是不需要考虑
[00:19:20,539] 对
[00:19:21,539] 所以说你在实际的过程中
[00:19:22,539] 你要
[00:19:23,539] 你需要处理
[00:19:24,539] 比如说你这个单子
[00:19:25,539] 挂5分钟还没有成交
[00:19:26,539] 你怎么办
[00:19:27,539] 你要不要测单等等
[00:19:28,539] 那这个可能就会比较复杂很多
[00:19:29,539] 就其实它代码的时间过程
[00:19:31,539] 不是一个核心竞争力
[00:19:33,539] 核心竞争力还是你的想法
[00:19:35,539] 对
[00:19:36,539] 是的
[00:19:37,539] 那其实我们相应的话
[00:19:38,539] 你可以看一下果仁
[00:19:39,539] 果仁其实它就是
[00:19:40,539] 它就是完全另外一个画风了
[00:19:42,539] 对
[00:19:43,539] 其实你看
[00:19:44,539] 它这个就很简单
[00:19:45,539] 比如说
[00:19:46,539] 比如说你创建策略
[00:19:47,539] 你创建股票
[00:19:48,539] 但是其实果仁
[00:19:49,539] 你看它就这些了
[00:19:50,539] 对
[00:19:51,539] 就比如说
[00:19:52,539] 我觉得
[00:19:53,539] 最近涨的比较好的股票
[00:19:55,539] 未来也会涨的比较好
[00:19:56,539] 那你就可以设有
[00:19:57,539] 五日相对涨幅是多少
[00:19:59,539] 对吧
[00:20:00,539] 然后你说
[00:20:01,539] 那不行
[00:20:02,539] 我还要看它的成交量
[00:20:03,539] 那你可以看成交量
[00:20:04,539] 换手续你也可以去
[00:20:05,539] 就是这一塞
[00:20:06,539] 然后它会把它的满足
[00:20:08,539] 要求的股票也显示出来
[00:20:10,539] 对
[00:20:11,539] 当然比如说你也可以限制
[00:20:12,539] 比如说从最满足的
[00:20:14,539] 然后一次可以往下拉
[00:20:15,539] 你可以比如说交20支
[00:20:17,539] 或者我交多少支
[00:20:18,539] 对吧
[00:20:19,539] 所以果仁就是这样的一个画风
[00:20:20,539] 这个的话
[00:20:21,539] 它就是一个那个什么的了
[00:20:23,539] 这个它就是一个
[00:20:24,539] 实盘那个软点
[00:20:25,539] 这个你可以去跟
[00:20:26,539] 确商去申请
[00:20:27,539] 但是这个的话
[00:20:28,539] 这个代码就算了
[00:20:30,539] 反正也会有一些
[00:20:31,539] 就是反正差差不多吧
[00:20:33,539] 就是它提供一个平台
[00:20:34,539] 给你上传你的策略
[00:20:35,539] 对
[00:20:36,539] 说白了
[00:20:37,539] 它就是它打通了
[00:20:38,539] 它跟确商那个接口
[00:20:39,539] 你就可以直接
[00:20:41,539] 操作
[00:20:42,539] 对 就是代替人手操作
[00:20:44,539] 按照你的那个想法
[00:20:45,539] 是的
[00:20:46,539] 其实像比如说
[00:20:47,539] 像果仁的巨宽
[00:20:48,539] 你比如说你盯了他们会员
[00:20:49,539] 他们可以给你推送一下
[00:20:50,539] 好
[00:20:51,539] 他们给你推送一下
[00:20:52,539] 当然你需要手动下的
[00:20:53,539] 那其实
[00:20:54,539] 那其实怎么说呢
[00:20:55,539] 我感觉这么多人在搞这个事情
[00:20:57,539] 你可能甚至你都
[00:20:58,539] 不需要自己太去
[00:20:59,539] 研究这里面的细节
[00:21:00,539] 你关注这么大一波
[00:21:02,539] 你觉得哪个成功率高
[00:21:03,539] 你就跟着它
[00:21:04,539] 理性一点
[00:21:05,539] 买一波
[00:21:06,539] 那是不是成功的概率
[00:21:07,539] 也比自己去炒股
[00:21:08,539] 差不多
[00:21:09,539] 就是因为
[00:21:10,539] 没有任何思考的
[00:21:11,539] 这样这样的人实在太多了
[00:21:13,539] 其实像我说
[00:21:14,539] 其实搞量化的人
[00:21:15,539] 你如果说按照这个书
[00:21:16,539] 比例或者怎么样来说
[00:21:17,539] 真的很少
[00:21:18,539] 其实我觉得
[00:21:19,539] 我跟大家讲这些
[00:21:20,539] 最重要的不是说
[00:21:21,539] 这个策略怎么样
[00:21:22,539] 大家也不要说看到有的
[00:21:23,539] 什么10年
[00:21:24,539] 什么100多倍
[00:21:25,539] 几百多倍
[00:21:26,539] 而是我觉得炒股
[00:21:27,539] 你首先要有一个量化的思维
[00:21:29,539] 那你的成功率
[00:21:30,539] 肯定可以大概提高的
[00:21:31,539] 就不要平感觉
[00:21:32,539] 因为就有没有学科
[00:21:33,539] 叫行为金融学
[00:21:34,539] 或者你可以找
[00:21:35,539] 有很多叫这个名字的书
[00:21:37,539] 就是人在投资的时候
[00:21:38,539] 他有很多的那种协理偏差
[00:21:40,539] 然后这些协理偏差
[00:21:41,539] 它都是非常影响的
[00:21:43,539] 投资那个结果的
[00:21:45,539] 那你想要去
[00:21:47,539] 克服这些协理偏差
[00:21:48,539] 对吧
[00:21:49,539] 那当然你首先要知道
[00:21:50,539] 这些协理偏差
[00:21:51,539] 然后你怎么要去克服
[00:21:52,539] 其实我觉得最好办法
[00:21:53,539] 但你就去做一个量化的模型
[00:21:55,539] 我觉得是这个样子
[00:21:56,539] 到底这个结果怎么样
[00:21:57,539] 在你这种情绪下面
[00:21:58,539] 对
[00:21:59,539] 做出了判断
[00:22:00,539] 对
[00:22:01,539] 比如说最经典的就是叫做
[00:22:03,539] 处置效应
[00:22:04,539] 或者说随时业务带来的
[00:22:06,539] 就是比如说有K人员
[00:22:08,539] 他们就研究大家的
[00:22:09,539] 这些股票账户
[00:22:10,539] 比如说他调查两千个人
[00:22:11,539] 他发现
[00:22:12,539] 大家平均持有亏从股票的时间
[00:22:15,539] 要远远场持有盈利股票的时间
[00:22:17,539] 就是因为
[00:22:18,539] 可能大家赚钱了
[00:22:19,539] 大家就想卖掉
[00:22:20,539] 但是亏了
[00:22:21,539] 就是不愿意卖
[00:22:22,539] 对吧
[00:22:23,539] 当然我也不是说
[00:22:24,539] 大家要反过来做
[00:22:25,539] 只是说
[00:22:26,539] 其实你自己亏存还是盈利
[00:22:28,539] 不应该作为你要不要卖
[00:22:29,539] 这是股票的依据
[00:22:30,539] 对吧
[00:22:31,539] 就是你的那个依据
[00:22:32,539] 应该是根据一些
[00:22:33,539] 理性客观的指标做出的
[00:22:34,539] 而跟你自己是不盈利
[00:22:36,539] 没有关系
[00:22:37,539] 但这个事情他就是
[00:22:38,539] 比较反人性的
[00:22:39,539] 是的
[00:22:40,539] 我会觉得我卖了
[00:22:41,539] 我就真亏了
[00:22:42,539] 对
[00:22:43,539] 是的
[00:22:44,539] 其实在你看来
[00:22:45,539] 其实现在我们A股的市场
[00:22:46,539] 还是怎么说的
[00:22:47,539] 韭菜太多
[00:22:48,539] 连刀都不够用
[00:22:49,539] 总的来说差不多
[00:22:50,539] 而且主要是这样
[00:22:51,539] 其实我记得有文章
[00:22:53,539] 有研究过
[00:22:54,539] A股的大盘股
[00:22:55,539] 比如说互衬300
[00:22:56,539] 基本上已经是一个弱有效市场
[00:22:59,539] 就是说
[00:23:00,539] 能在里面做说超过太多
[00:23:01,539] 说白就是他已经比较
[00:23:02,539] 相对比较理性了
[00:23:03,539] 其实主要还是机构比较多
[00:23:05,539] 但是月往下
[00:23:06,539] 比如说中正500
[00:23:07,539] 一千两千
[00:23:08,539] 然后两千之下还有
[00:23:09,539] 对
[00:23:10,539] 其实说白就是
[00:23:11,539] 越小盘股
[00:23:12,539] 散户就越多
[00:23:13,539] 然后你就可以在里面
[00:23:14,539] 做越多的超过收益出来
[00:23:16,539] 然后这里面是完全符合
[00:23:18,539] 刚许师傅说
[00:23:19,539] 就是韭菜太多了
[00:23:21,539] 那你自己发现
[00:23:22,539] 这个事情的时候
[00:23:23,539] 你会不会很兴奋
[00:23:24,539] 那就就像我给你讲那句话
[00:23:26,539] 就是我对
[00:23:27,539] 我对大家的愚蠢
[00:23:28,539] 看到迹
[00:23:29,539] 迹经的亚优
[00:23:30,539] 信息
[00:23:31,539] 那你那阵子的心情是怎么样的
[00:23:33,539] 就开始做这个一段时间之后
[00:23:35,539] 怎么讲呢
[00:23:36,539] 我觉得这个东西
[00:23:37,539] 可能也是说来话长嘛
[00:23:39,539] 就首先你一开始
[00:23:40,539] 你做这个东西
[00:23:41,539] 然后你的一些想法都要验证
[00:23:44,539] 然后你再不断的赚钱
[00:23:45,539] 肯定我觉得
[00:23:46,539] 一方面是你赚钱
[00:23:47,539] 肯定开心对吧
[00:23:48,539] 而且比如说
[00:23:49,539] 包括后面你辞职
[00:23:50,539] 那你不用上班吗
[00:23:51,539] 那肯定开心
[00:23:52,539] 一方面是赚钱
[00:23:53,539] 一方面看到你的想法
[00:23:54,539] 确实都要验证
[00:23:55,539] 你本身有这种成就感
[00:23:56,539] 那肯定就很开心嘛
[00:23:57,539] 但是我觉得
[00:23:58,539] 正常你超过那些情绪
[00:24:00,539] 也都会有
[00:24:01,539] 比如说你肯定也会
[00:24:02,539] 焦虑
[00:24:03,539] 也会恐惧
[00:24:04,539] 比如说有的时候
[00:24:05,539] 你的那个超过就
[00:24:06,539] 不是很好
[00:24:07,539] 你也会担心
[00:24:08,539] 你的模型会不会失效
[00:24:09,539] 等等的
[00:24:10,539] 现在主要是有一个
[00:24:11,539] 也有一个朋友在帮我处理嘛
[00:24:12,539] 但是其实现在
[00:24:13,539] 有一个主要问题就是
[00:24:14,539] 其实我不需要看
[00:24:16,539] 然后也不会做任何操作
[00:24:18,539] 但是我还是忍不住想看
[00:24:19,539] 你也没事可以干的
[00:24:20,539] 对
[00:24:21,539] 所以跟这样
[00:24:22,539] 就是我是很想把它借掉
[00:24:24,539] 但是借不掉
[00:24:25,539] 这也是我一个
[00:24:26,539] 很大的一个困扰
[00:24:27,539] 这个不能说是困扰吧
[00:24:28,539] 这个你毕竟
[00:24:29,539] 至少说明你对这个东西
[00:24:30,539] 还是有兴趣嘛
[00:24:31,539] 对
[00:24:32,539] 但是我觉得是不是困扰
[00:24:33,539] 就在于就是说
[00:24:34,539] 这件事
[00:24:35,539] 再给你的到底是快乐
[00:24:37,539] 还是痛苦
[00:24:38,539] 包括其他的一些
[00:24:39,539] 就是比如说有那个
[00:24:40,539] 修盘的时候嘛
[00:24:41,539] 这段时间
[00:24:42,539] 离开股票的状态
[00:24:43,539] 是怎么样的
[00:24:44,539] 那你自己就是
[00:24:45,539] 现在也搞了快两年时间了
[00:24:48,539] 对
[00:24:49,539] 最近是不再会
[00:24:50,539] 就是为这个事情
[00:24:51,539] 太焦虑了是吧
[00:24:52,539] 不像一开始这么焦虑了
[00:24:53,539] 但是你说完全不受影响
[00:24:54,539] 那也是不可能
[00:24:55,539] 还是还真会受影响
[00:24:56,539] 那这个心态的一个
[00:24:57,539] 变化是一个什么过程
[00:24:59,539] 首先你的心情的变化
[00:25:01,539] 基本上很多时候
[00:25:02,539] 也是根据行情
[00:25:03,539] 在搏动的
[00:25:04,539] 在拍摄的时候
[00:25:05,539] 其实你整个人
[00:25:06,539] 基本上就处于一种兴奋状态
[00:25:07,539] 兴奋不是说
[00:25:08,539] 开心那种心
[00:25:09,539] 就是你的激活状态就很高
[00:25:11,539] 就要不然就可能是紧张
[00:25:13,539] 然后可能是很高兴
[00:25:14,539] 也可能是
[00:25:15,539] 那个懊恼
[00:25:16,539] 或者是恐惧等等
[00:25:17,539] 就是你这个人就很兴奋
[00:25:19,539] 把我心跳回家快一点
[00:25:20,539] 就会随着你那个
[00:25:21,539] 收集亏损
[00:25:22,539] 而来嘛
[00:25:23,539] 对对对
[00:25:24,539] 而且你像比如
[00:25:25,539] 股票刷比较多嘛
[00:25:26,539] 在面对几十个
[00:25:27,539] 或者上百个盲盒一样
[00:25:29,539] 就你不知道
[00:25:30,539] 有可能几秒钟
[00:25:31,539] 他要拉帐挺
[00:25:32,539] 对
[00:25:33,539] 就是这样那种状态
[00:25:35,539] 然后其他的
[00:25:36,539] 我觉得其实很大程度
[00:25:37,539] 跟正常超过也差不多
[00:25:38,539] 只不过我觉得
[00:25:39,539] 因为经过这样的时间
[00:25:40,539] 我觉得我对我的策略
[00:25:41,539] 是很有信心的
[00:25:43,539] 所以说
[00:25:44,539] 可能比如说
[00:25:45,539] 最近有多少时间
[00:25:46,539] 回车或者怎么样
[00:25:47,539] 那也不太会
[00:25:49,539] 很焦虑
[00:25:50,539] 或者很怀疑
[00:25:51,539] 就你这个策略
[00:25:52,539] 它也是一个不断完善的过程是吧
[00:25:54,539] 对最开始是不断完善的
[00:25:56,539] 但是应该说
[00:25:57,539] 最近应该挺长时间
[00:25:58,539] 都没有什么变化了
[00:25:59,539] 就是放在那里
[00:26:00,539] 也赠钱了
[00:26:01,539] 对对对
[00:26:02,539] 那你跟你那个合作伙伴
[00:26:03,539] 是怎么回事
[00:26:04,539] 是这样的
[00:26:05,539] 就是我们一开始同事
[00:26:06,539] 然后我们俩就炒股
[00:26:07,539] 然后就聊
[00:26:08,539] 然后后面就是说
[00:26:10,539] 因为他比较信任我
[00:26:11,539] 放人家的钱在我这
[00:26:12,539] 然后我就来操作
[00:26:14,539] 那个时候你已经开始
[00:26:15,539] 搞量化了吗
[00:26:16,539] 对就是我搞量化了之后
[00:26:17,539] 他把钱放完
[00:26:18,539] 他看到你的收益不错
[00:26:20,539] 没有
[00:26:21,539] 那都还没到
[00:26:22,539] 对只是我跟他讲的这个东西
[00:26:24,539] 后来就是一直这样的模式
[00:26:26,539] 然后大概到就是去年
[00:26:27,539] 就二五年初
[00:26:29,539] 然后我真的
[00:26:30,539] 我就不想搞了
[00:26:31,539] 因为你看这个东西
[00:26:32,539] 终究是
[00:26:33,539] 会有一些压力
[00:26:34,539] 然后你的心情
[00:26:35,539] 其实包括你
[00:26:36,539] 你长时间兴奋
[00:26:37,539] 就哪怕是高兴的那种兴奋
[00:26:38,539] 也是
[00:26:39,539] 对就是你不太
[00:26:40,539] 心情平静不下来吗
[00:26:41,539] 我就说
[00:26:42,539] 我就所言不高
[00:26:43,539] 然后就交给他了
[00:26:44,539] 然后就像那你说你这个模型
[00:26:45,539] 分享给他了
[00:26:46,539] 对对对
[00:26:47,539] 他负责
[00:26:48,539] 这里面的操作
[00:26:49,539] 对对
[00:26:50,539] 但是就是你赚你的
[00:26:51,539] 他赚他的
[00:26:52,539] 对对是的
[00:26:53,539] 其实你们两个没有说
[00:26:54,539] 我分成给你
[00:26:55,539] 你给我用金的样子
[00:26:56,539] 没有
[00:26:57,539] 就是现在的话
[00:26:58,539] 我会给他一点
[00:26:59,539] 大方也不是很多
[00:27:00,539] 你还给他
[00:27:01,539] 对
[00:27:02,539] 你不应该是这个核心层
[00:27:03,539] 你还给他
[00:27:04,539] 但是就是这个
[00:27:05,539] 我觉得也没有关系吧
[00:27:06,539] 主要是他对我特别重要
[00:27:07,539] 就是因为
[00:27:08,539] 其实做投资
[00:27:09,539] 就是一个人特别孤独
[00:27:10,539] 那你其实一开始
[00:27:11,539] 就是一个这么相信的人
[00:27:12,539] 对吧
[00:27:13,539] 而且很多时候
[00:27:14,539] 我自己的话也不相信
[00:27:15,539] 就是像我跟你讲的
[00:27:16,539] 二三第二七句话
[00:27:17,539] 我自己都不行了
[00:27:18,539] 然后他就
[00:27:19,539] 比如说还
[00:27:20,539] 就一直安慰我
[00:27:21,539] 其实那亏的
[00:27:22,539] 也有很多他的钱
[00:27:23,539] 所以我觉得
[00:27:24,539] 首先我们的关系
[00:27:25,539] 是特别信任
[00:27:26,539] 好然后你自己的
[00:27:27,539] 这个资金量
[00:27:28,539] 他是一个什么样子的过程
[00:27:29,539] 应该说我最开始的话
[00:27:32,539] 就是自己那点钱
[00:27:33,539] 然后给妈妈要了钱
[00:27:34,539] 跟他可能就几十万
[00:27:35,539] 然后后面就是
[00:27:37,539] 就是几家些性的投入
[00:27:38,539] 就是可能过一段时间
[00:27:39,539] 要赚一些钱
[00:27:40,539] 我就跟我爸说
[00:27:41,539] 你看又赚钱
[00:27:42,539] 要不然再投了
[00:27:43,539] 我妈就可能有几十万
[00:27:44,539] 这种
[00:27:45,539] 其实在那个24年的年底
[00:27:47,539] 大概总共也就
[00:27:48,539] 五六百万吧
[00:27:49,539] 今年大概
[00:27:50,539] 收一个比较大的增账
[00:27:52,539] 就行情好
[00:27:53,539] 然后超级也不错
[00:27:54,539] 所以说就
[00:27:55,539] 就是你二五年
[00:27:56,539] 翻了三倍
[00:27:57,539] 其实我看一下
[00:27:58,539] 我的那个收益率的话
[00:27:59,539] 应该是有百分之二
[00:28:00,539] 我看一下
[00:28:01,539] 刚才不是百分之六百吗
[00:28:02,539] 是吧
[00:28:03,539] 两年
[00:28:04,539] 对是大概是让一个
[00:28:05,539] 当然也是
[00:28:06,539] 因为我用了一些杠杠
[00:28:08,539] 我目前大概是
[00:28:09,539] 常备百分之二
[00:28:10,539] 说杠杠
[00:28:11,539] 然后我这个收益率之所以
[00:28:12,539] 之前那么高
[00:28:13,539] 是因为24年的时候
[00:28:14,539] 然后用了
[00:28:15,539] 多一些的杠杠
[00:28:16,539] 比较多一些的杠杠
[00:28:17,539] 所以这部分
[00:28:18,539] 确实我觉得
[00:28:19,539] 我后面反思一下
[00:28:20,539] 确实可能
[00:28:21,539] 其实赚了钱
[00:28:22,539] 但是可能
[00:28:23,539] 对 后面可能也不太会用了
[00:28:25,539] 然后那个
[00:28:26,539] 这部分确实是运气因素
[00:28:27,539] 然后你是
[00:28:28,539] 就是为什么愿意
[00:28:29,539] 把这事情说出来
[00:28:30,539] 其实就是我刚刚讲的
[00:28:32,539] 就是自己
[00:28:33,539] 实在太无聊了
[00:28:34,539] 因为
[00:28:35,539] 对 就是因为我
[00:28:36,539] 辞职时候基本就是
[00:28:37,539] 自己在家
[00:28:38,539] 然后老婆就上班
[00:28:39,539] 老婆在上班
[00:28:40,539] 对 上班
[00:28:41,539] 其实也是
[00:28:43,539] 就整个变化太快
[00:28:45,539] 其实我是一个
[00:28:46,539] 就挺内向的人
[00:28:47,539] 然后之前上班
[00:28:48,539] 我觉得上班那种
[00:28:49,539] 社交都OK
[00:28:50,539] 对我来说已经很够了
[00:28:51,539] 其他人
[00:28:52,539] 我都不太想跟人打交道
[00:28:53,539] 但是现在就发现
[00:28:55,539] 真的还是需要社交
[00:28:56,539] 就哪怕你是一个很
[00:28:58,539] 很内向
[00:28:59,539] 对 还是
[00:29:00,539] 对 所以我
[00:29:01,539] 就是
[00:29:02,539] 然后学书人才后
[00:29:03,539] 也是一个
[00:29:04,539] 就是尝试去突破一下自己
[00:29:06,539] 因为我之前完全想象不到
[00:29:08,539] 我会去就是
[00:29:09,539] 面对镜头这种
[00:29:10,539] 就主要目的
[00:29:11,539] 像扩展一下
[00:29:12,539] 自己的社交面
[00:29:13,539] 可以是不说
[00:29:14,539] 但是其实我也没有什么目的
[00:29:16,539] 我觉得我就是
[00:29:17,539] 就是分享一下
[00:29:18,539] 就是聊一下
[00:29:19,539] 包括
[00:29:20,539] 包括那个学生拍了很多视频
[00:29:21,539] 就基本上视频我也都看了
[00:29:23,539] 充电视频看了没
[00:29:24,539] 没有
[00:29:25,539] 马上
[00:29:26,539] 12块钱都没充
[00:29:27,539] 对
[00:29:28,539] 其实你看也是
[00:29:29,539] 我觉得就是
[00:29:30,539] 就是
[00:29:31,539] 很多消费习惯
[00:29:32,539] 还没有改过来
[00:29:33,539] 对 是这样
[00:29:34,539] 好
[00:29:35,539] 然后你刚才说到
[00:29:36,539] 你这个生活的问题
[00:29:37,539] 这方面就是
[00:29:38,539] 你经历的过程
[00:29:39,539] 这个中间
[00:29:40,539] 包括之后
[00:29:41,539] 你的人的状态是什么样子
[00:29:42,539] 虽然说你以前不是很穷
[00:29:43,539] 但是对于你
[00:29:44,539] 应该来说
[00:29:45,539] 是一个什么
[00:29:46,539] 对于说哪天
[00:29:47,539] 就是穷逼乍赴的一个过程
[00:29:49,539] 对不对
[00:29:50,539] 这过程很快
[00:29:51,539] 那肯定你的心里
[00:29:52,539] 会发生
[00:29:53,539] 有些变化
[00:29:54,539] 对
[00:29:55,539] 什么样子的事情过程
[00:29:56,539] 其实像你刚讲的那种
[00:29:58,539] 就是说
[00:29:59,539] 整个过程中的心里变化
[00:30:00,539] 其实我觉得
[00:30:01,539] 首先我跟很多人
[00:30:02,539] 不太一样的一个点
[00:30:03,539] 就是
[00:30:04,539] 我是
[00:30:05,539] 就是默默的自己一个人
[00:30:07,539] 这样
[00:30:08,539] 就是赚到钱的
[00:30:09,539] 因为我想
[00:30:10,539] 很多人比如说他赚到钱
[00:30:11,539] 他可能是
[00:30:12,539] 比如说他创业也好
[00:30:13,539] 比如说什么生到某个高玩
[00:30:14,539] 就是他都是有个圈子的
[00:30:15,539] 所以他可以跟着他这个圈子
[00:30:17,539] 去模仿他们生活方式也好
[00:30:19,539] 或者是可以去
[00:30:20,539] 通过跟他们打交道来
[00:30:21,539] 慢慢改变自己的生活方式也好
[00:30:23,539] 我是没有这样的一个东西的
[00:30:24,539] 所以说
[00:30:25,539] 其实我现在
[00:30:26,539] 整个的生活状态
[00:30:27,539] 我感觉跟之前也没有太变化
[00:30:29,539] 如果说心里状态的话
[00:30:30,539] 我觉得首先就是
[00:30:31,539] 就是开心的那些情绪
[00:30:32,539] 肯定都是有的
[00:30:33,539] 包括就是你的经济
[00:30:34,539] 状况好了
[00:30:35,539] 至少就比如说你之前住的
[00:30:37,539] 那可能要比这个
[00:30:38,539] 还要小很多
[00:30:39,539] 那我们可以
[00:30:40,539] 就是你的基本的生活体验
[00:30:41,539] 可以
[00:30:42,539] 可以改善一些
[00:30:43,539] 对吧
[00:30:44,539] 就不用太去
[00:30:45,539] 为这些生计计较了
[00:30:46,539] 对
[00:30:47,539] 我就是正常的花钱
[00:30:48,539] 我就不用去想来
